store_id,sku_id,ranged_flag,target_cover_days,min_cover_days,max_cover_days,store_sku_capacity_units,service_level_target,store_sku_priority,data_origin
001,1,1,14,7,21,69,0.9,1,synthetic
001,10,1,14,7,21,31,0.9,1,synthetic
001,11,1,14,7,21,108,0.9,1,synthetic
001,12,1,14,7,21,103,0.9,1,synthetic
001,13,1,14,7,21,57,0.9,1,synthetic
001,14,1,14,7,21,141,0.9,1,synthetic
001,15,1,14,7,21,117,0.9,1,synthetic
001,16,1,14,7,21,62,0.9,1,synthetic
001,17,1,14,7,21,62,0.9,1,synthetic
001,18,1,14,7,21,134,0.9,1,synthetic
001,19,1,14,7,21,69,0.9,1,synthetic
001,2,1,14,7,21,117,0.9,1,synthetic
001,20,1,14,7,21,132,0.9,1,synthetic
001,21,1,14,7,21,74,0.9,1,synthetic
001,22,1,14,7,21,55,0.9,1,synthetic
001,23,1,14,7,21,67,0.9,1,synthetic
001,24,1,14,7,21,105,0.9,1,synthetic
001,25,1,14,7,21,112,0.9,1,synthetic
001,26,1,14,7,21,103,0.9,1,synthetic
001,27,1,14,7,21,33,0.9,1,synthetic
001,28,1,14,7,21,84,0.9,1,synthetic
001,29,1,14,7,21,81,0.9,1,synthetic
001,3,1,14,7,21,74,0.9,1,synthetic
001,30,1,14,7,21,50,0.9,1,synthetic
001,31,1,14,7,21,62,0.9,1,synthetic
001,32,1,14,7,21,129,0.9,1,synthetic
001,33,1,14,7,21,62,0.9,1,synthetic
001,34,1,14,7,21,98,0.9,1,synthetic
001,35,1,14,7,21,110,0.9,1,synthetic
001,36,1,14,7,21,28,0.9,1,synthetic
001,4,1,14,7,21,45,0.9,1,synthetic
001,5,1,14,7,21,45,0.9,1,synthetic
001,6,1,14,7,21,69,0.9,1,synthetic
001,7,1,14,7,21,24,0.9,1,synthetic
001,8,1,14,7,21,91,0.9,1,synthetic
001,9,1,14,7,21,52,0.9,1,synthetic
002,1,1,14,7,21,38,0.9,1,synthetic
002,10,1,14,7,21,36,0.9,1,synthetic
002,11,1,14,7,21,52,0.9,1,synthetic
002,12,1,14,7,21,115,0.9,1,synthetic
002,13,1,14,7,21,98,0.9,1,synthetic
002,14,1,14,7,21,132,0.9,1,synthetic
002,15,1,14,7,21,86,0.9,1,synthetic
002,16,1,14,7,21,50,0.9,1,synthetic
002,17,1,14,7,21,132,0.9,1,synthetic
002,18,1,14,7,21,62,0.9,1,synthetic
002,19,1,14,7,21,43,0.9,1,synthetic
002,2,1,14,7,21,96,0.9,1,synthetic
002,20,1,14,7,21,26,0.9,1,synthetic
002,21,1,14,7,21,141,0.9,1,synthetic
002,22,1,14,7,21,43,0.9,1,synthetic
002,23,1,14,7,21,139,0.9,1,synthetic
002,24,1,14,7,21,139,0.9,1,synthetic
002,25,1,14,7,21,67,0.9,1,synthetic
002,26,1,14,7,21,76,0.9,1,synthetic
002,27,1,14,7,21,69,0.9,1,synthetic
002,28,1,14,7,21,129,0.9,1,synthetic
002,29,1,14,7,21,117,0.9,1,synthetic
002,3,1,14,7,21,33,0.9,1,synthetic
002,30,1,14,7,21,31,0.9,1,synthetic
002,31,1,14,7,21,115,0.9,1,synthetic
002,32,1,14,7,21,38,0.9,1,synthetic
002,33,1,14,7,21,86,0.9,1,synthetic
002,34,1,14,7,21,127,0.9,1,synthetic
002,35,1,14,7,21,93,0.9,1,synthetic
002,36,1,14,7,21,117,0.9,1,synthetic
002,4,1,14,7,21,91,0.9,1,synthetic
002,5,1,14,7,21,93,0.9,1,synthetic
002,6,1,14,7,21,136,0.9,1,synthetic
002,7,1,14,7,21,48,0.9,1,synthetic
002,8,1,14,7,21,79,0.9,1,synthetic
002,9,1,14,7,21,134,0.9,1,synthetic
003,1,1,14,7,21,117,0.9,1,synthetic
003,10,1,14,7,21,86,0.9,1,synthetic
003,11,1,14,7,21,91,0.9,1,synthetic
003,12,1,14,7,21,38,0.9,1,synthetic
003,13,1,14,7,21,48,0.9,1,synthetic
003,14,1,14,7,21,26,0.9,1,synthetic
003,15,1,14,7,21,55,0.9,1,synthetic
003,16,1,14,7,21,50,0.9,1,synthetic
003,17,1,14,7,21,43,0.9,1,synthetic
003,18,1,14,7,21,86,0.9,1,synthetic
003,19,1,14,7,21,69,0.9,1,synthetic
003,2,1,14,7,21,91,0.9,1,synthetic
003,20,1,14,7,21,136,0.9,1,synthetic
003,21,1,14,7,21,52,0.9,1,synthetic
003,22,1,14,7,21,31,0.9,1,synthetic
003,23,1,14,7,21,88,0.9,1,synthetic
003,24,1,14,7,21,67,0.9,1,synthetic
003,25,1,14,7,21,50,0.9,1,synthetic
003,26,1,14,7,21,33,0.9,1,synthetic
003,27,1,14,7,21,50,0.9,1,synthetic
003,28,1,14,7,21,129,0.9,1,synthetic
003,29,1,14,7,21,98,0.9,1,synthetic
003,3,1,14,7,21,76,0.9,1,synthetic
003,30,1,14,7,21,88,0.9,1,synthetic
003,31,1,14,7,21,50,0.9,1,synthetic
003,32,1,14,7,21,141,0.9,1,synthetic
003,33,1,14,7,21,91,0.9,1,synthetic
003,34,1,14,7,21,136,0.9,1,synthetic
003,35,1,14,7,21,28,0.9,1,synthetic
003,36,1,14,7,21,108,0.9,1,synthetic
003,4,1,14,7,21,110,0.9,1,synthetic
003,5,1,14,7,21,88,0.9,1,synthetic
003,6,1,14,7,21,76,0.9,1,synthetic
003,7,1,14,7,21,69,0.9,1,synthetic
003,8,1,14,7,21,88,0.9,1,synthetic
003,9,1,14,7,21,74,0.9,1,synthetic
004,1,1,14,7,21,136,0.9,1,synthetic
004,10,1,14,7,21,110,0.9,1,synthetic
004,11,1,14,7,21,74,0.9,1,synthetic
004,12,1,14,7,21,112,0.9,1,synthetic
004,13,1,14,7,21,93,0.9,1,synthetic
004,14,1,14,7,21,55,0.9,1,synthetic
004,15,1,14,7,21,129,0.9,1,synthetic
004,16,1,14,7,21,129,0.9,1,synthetic
004,17,1,14,7,21,84,0.9,1,synthetic
004,18,1,14,7,21,24,0.9,1,synthetic
004,19,1,14,7,21,96,0.9,1,synthetic
004,2,1,14,7,21,88,0.9,1,synthetic
004,20,1,14,7,21,43,0.9,1,synthetic
004,21,1,14,7,21,31,0.9,1,synthetic
004,22,1,14,7,21,141,0.9,1,synthetic
004,23,1,14,7,21,43,0.9,1,synthetic
004,24,1,14,7,21,98,0.9,1,synthetic
004,25,1,14,7,21,132,0.9,1,synthetic
004,26,1,14,7,21,67,0.9,1,synthetic
004,27,1,14,7,21,60,0.9,1,synthetic
004,28,1,14,7,21,24,0.9,1,synthetic
004,29,1,14,7,21,110,0.9,1,synthetic
004,3,1,14,7,21,136,0.9,1,synthetic
004,30,1,14,7,21,115,0.9,1,synthetic
004,31,1,14,7,21,141,0.9,1,synthetic
004,32,1,14,7,21,50,0.9,1,synthetic
004,33,1,14,7,21,112,0.9,1,synthetic
004,34,1,14,7,21,67,0.9,1,synthetic
004,35,1,14,7,21,108,0.9,1,synthetic
004,36,1,14,7,21,124,0.9,1,synthetic
004,4,1,14,7,21,60,0.9,1,synthetic
004,5,1,14,7,21,28,0.9,1,synthetic
004,6,1,14,7,21,108,0.9,1,synthetic
004,7,1,14,7,21,48,0.9,1,synthetic
004,8,1,14,7,21,136,0.9,1,synthetic
004,9,1,14,7,21,81,0.9,1,synthetic
005,1,1,14,7,21,136,0.9,1,synthetic
005,10,1,14,7,21,52,0.9,1,synthetic
005,11,1,14,7,21,105,0.9,1,synthetic
005,12,1,14,7,21,69,0.9,1,synthetic
005,13,1,14,7,21,40,0.9,1,synthetic
005,14,1,14,7,21,120,0.9,1,synthetic
005,15,1,14,7,21,45,0.9,1,synthetic
005,16,1,14,7,21,100,0.9,1,synthetic
005,17,1,14,7,21,74,0.9,1,synthetic
005,18,1,14,7,21,86,0.9,1,synthetic
005,19,1,14,7,21,45,0.9,1,synthetic
005,2,1,14,7,21,93,0.9,1,synthetic
005,20,1,14,7,21,115,0.9,1,synthetic
005,21,1,14,7,21,88,0.9,1,synthetic
005,22,1,14,7,21,45,0.9,1,synthetic
005,23,1,14,7,21,120,0.9,1,synthetic
005,24,1,14,7,21,110,0.9,1,synthetic
005,25,1,14,7,21,134,0.9,1,synthetic
005,26,1,14,7,21,103,0.9,1,synthetic
005,27,1,14,7,21,45,0.9,1,synthetic
005,28,1,14,7,21,81,0.9,1,synthetic
005,29,1,14,7,21,52,0.9,1,synthetic
005,3,1,14,7,21,127,0.9,1,synthetic
005,30,1,14,7,21,55,0.9,1,synthetic
005,31,1,14,7,21,43,0.9,1,synthetic
005,32,1,14,7,21,57,0.9,1,synthetic
005,33,1,14,7,21,139,0.9,1,synthetic
005,34,1,14,7,21,93,0.9,1,synthetic
005,35,1,14,7,21,28,0.9,1,synthetic
005,36,1,14,7,21,40,0.9,1,synthetic
005,4,1,14,7,21,67,0.9,1,synthetic
005,5,1,14,7,21,93,0.9,1,synthetic
005,6,1,14,7,21,48,0.9,1,synthetic
005,7,1,14,7,21,40,0.9,1,synthetic
005,8,1,14,7,21,57,0.9,1,synthetic
005,9,1,14,7,21,26,0.9,1,synthetic
006,1,1,14,7,21,108,0.9,1,synthetic
006,10,1,14,7,21,120,0.9,1,synthetic
006,11,1,14,7,21,33,0.9,1,synthetic
006,12,1,14,7,21,105,0.9,1,synthetic
006,13,1,14,7,21,60,0.9,1,synthetic
006,14,1,14,7,21,93,0.9,1,synthetic
006,15,1,14,7,21,117,0.9,1,synthetic
006,16,1,14,7,21,76,0.9,1,synthetic
006,17,1,14,7,21,88,0.9,1,synthetic
006,18,1,14,7,21,139,0.9,1,synthetic
006,19,1,14,7,21,24,0.9,1,synthetic
006,2,1,14,7,21,81,0.9,1,synthetic
006,20,1,14,7,21,48,0.9,1,synthetic
006,21,1,14,7,21,50,0.9,1,synthetic
006,22,1,14,7,21,28,0.9,1,synthetic
006,23,1,14,7,21,86,0.9,1,synthetic
006,24,1,14,7,21,64,0.9,1,synthetic
006,25,1,14,7,21,72,0.9,1,synthetic
006,26,1,14,7,21,48,0.9,1,synthetic
006,27,1,14,7,21,28,0.9,1,synthetic
006,28,1,14,7,21,96,0.9,1,synthetic
006,29,1,14,7,21,48,0.9,1,synthetic
006,3,1,14,7,21,81,0.9,1,synthetic
006,30,1,14,7,21,72,0.9,1,synthetic
006,31,1,14,7,21,98,0.9,1,synthetic
006,32,1,14,7,21,69,0.9,1,synthetic
006,33,1,14,7,21,48,0.9,1,synthetic
006,34,1,14,7,21,86,0.9,1,synthetic
006,35,1,14,7,21,38,0.9,1,synthetic
006,36,1,14,7,21,108,0.9,1,synthetic
006,4,1,14,7,21,84,0.9,1,synthetic
006,5,1,14,7,21,122,0.9,1,synthetic
006,6,1,14,7,21,124,0.9,1,synthetic
006,7,1,14,7,21,31,0.9,1,synthetic
006,8,1,14,7,21,122,0.9,1,synthetic
006,9,1,14,7,21,79,0.9,1,synthetic
007,1,1,14,7,21,26,0.9,1,synthetic
007,10,1,14,7,21,112,0.9,1,synthetic
007,11,1,14,7,21,33,0.9,1,synthetic
007,12,1,14,7,21,81,0.9,1,synthetic
007,13,1,14,7,21,60,0.9,1,synthetic
007,14,1,14,7,21,105,0.9,1,synthetic
007,15,1,14,7,21,40,0.9,1,synthetic
007,16,1,14,7,21,132,0.9,1,synthetic
007,17,1,14,7,21,110,0.9,1,synthetic
007,18,1,14,7,21,76,0.9,1,synthetic
007,19,1,14,7,21,50,0.9,1,synthetic
007,2,1,14,7,21,110,0.9,1,synthetic
007,20,1,14,7,21,79,0.9,1,synthetic
007,21,1,14,7,21,96,0.9,1,synthetic
007,22,1,14,7,21,48,0.9,1,synthetic
007,23,1,14,7,21,64,0.9,1,synthetic
007,24,1,14,7,21,24,0.9,1,synthetic
007,25,1,14,7,21,64,0.9,1,synthetic
007,26,1,14,7,21,81,0.9,1,synthetic
007,27,1,14,7,21,45,0.9,1,synthetic
007,28,1,14,7,21,132,0.9,1,synthetic
007,29,1,14,7,21,79,0.9,1,synthetic
007,3,1,14,7,21,57,0.9,1,synthetic
007,30,1,14,7,21,141,0.9,1,synthetic
007,31,1,14,7,21,52,0.9,1,synthetic
007,32,1,14,7,21,124,0.9,1,synthetic
007,33,1,14,7,21,139,0.9,1,synthetic
007,34,1,14,7,21,31,0.9,1,synthetic
007,35,1,14,7,21,100,0.9,1,synthetic
007,36,1,14,7,21,31,0.9,1,synthetic
007,4,1,14,7,21,136,0.9,1,synthetic
007,5,1,14,7,21,81,0.9,1,synthetic
007,6,1,14,7,21,33,0.9,1,synthetic
